"","Entry","Mno","restrt","..1","Study","Expt","Ref","TDBU","FTG","Ygen","Yunits","Sys1","Slevels","Smax","Dur","Gtime","Tscale","LnTscale","Tser","FinalT","HigherT","richness","value","unit.types","unit.types2","MaxTscale","Finaltime","logMaxTime","logY","logS","TG1"
"1020",827,1101,"incr",475.47,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"365","856",0.4264,"-0.8524","Y","N","Y",2,244.3725,"mass","biomass",0.4264,"Y",-0.852377406130502,5.49869370050827,0.693147180559945,"P"
"1021",828,1102,"incr",135.73,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",1,322.3083,"mass","biomass",0.8528,"Y",-0.159230225570557,5.7755085408944,0,"P"
"1022",828,1102,"incr",135.73,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",5,388.121,"mass","biomass",0.8528,"Y",-0.159230225570557,5.9613171466765,1.6094379124341,"P"
"1023",828,1102,"incr",135.73,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",10,352.47,"mass","biomass",0.8528,"Y",-0.159230225570557,5.86496551224759,2.30258509299405,"P"
"1024",828,1102,"incr",135.73,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",2,236.522,"mass","biomass",0.8528,"Y",-0.159230225570557,5.46604122686141,0.693147180559945,"P"
"1025",828,1102,"incr",135.73,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",20,320.99,"mass","biomass",0.8528,"Y",-0.159230225570557,5.77140996999679,2.99573227355399,"P"
"1026",829,1103,"incr",319.66,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",5,245.442,"mass","biomass",1.2792,"Y",0.246234882537607,5.50306066677672,1.6094379124341,"P"
"1027",829,1103,"incr",319.66,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",10,260.455,"mass","biomass",1.2792,"Y",0.246234882537607,5.56243010154964,2.30258509299405,"P"
"1028",829,1103,"incr",319.66,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",20,282.7122,"mass","biomass",1.2792,"Y",0.246234882537607,5.64442941905667,2.99573227355399,"P"
"1029",829,1103,"incr",319.66,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",2,168.4439,"mass","biomass",1.2792,"Y",0.246234882537607,5.1266027566709,0.693147180559945,"P"
"1030",829,1103,"incr",319.66,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",1,140.9893,"mass","biomass",1.2792,"Y",0.246234882537607,4.94868400097382,0,"P"
"1031",830,1104,"incr",578.225,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",20,373.197,"mass","biomass",1.7056,"Y",0.533916954989388,5.92210643035567,2.99573227355399,"P"
"1032",830,1104,"incr",578.225,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",5,242.4166,"mass","biomass",1.7056,"Y",0.533916954989388,5.49065773369857,1.6094379124341,"P"
"1033",830,1104,"incr",578.225,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",10,276.9181,"mass","biomass",1.7056,"Y",0.533916954989388,5.62372179459894,2.30258509299405,"P"
"1034",830,1104,"incr",578.225,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",1,125.0319,"mass","biomass",1.7056,"Y",0.533916954989388,4.82856890474432,0,"P"
"1035",830,1104,"incr",578.225,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",2,200.9328,"mass","biomass",1.7056,"Y",0.533916954989388,5.30297052380068,0.693147180559945,"P"
"1036",831,1105,"incr",394.185,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",5,220.396,"mass","biomass",2.132,"Y",0.757060506303598,5.39542592829374,1.6094379124341,"P"
"1037",831,1105,"incr",394.185,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",2,122.3974,"mass","biomass",2.132,"Y",0.757060506303598,4.80727312802255,0.693147180559945,"P"
"1038",831,1105,"incr",394.185,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",1,73.336,"mass","biomass",2.132,"Y",0.757060506303598,4.29505162065947,0,"P"
"1039",831,1105,"incr",394.185,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",20,291.1635,"mass","biomass",2.132,"Y",0.757060506303598,5.6738849650598,2.99573227355399,"P"
"1040",831,1105,"incr",394.185,"118","307","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",10,252.2605,"mass","biomass",2.132,"Y",0.757060506303598,5.53046228373906,2.30258509299405,"P"
"1041",832,1106,"incr",243.415,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"365","856",0.4264,"-0.8524","Y","N","Y",2,209.5413,"mass","biomass",0.4264,"Y",-0.852377406130502,5.34492085597162,0.693147180559945,"P"
"1042",832,1106,"incr",243.415,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"365","856",0.4264,"-0.8524","Y","N","Y",5,350.223,"mass","biomass",0.4264,"Y",-0.852377406130502,5.85857009445127,1.6094379124341,"P"
"1043",832,1106,"incr",243.415,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"365","856",0.4264,"-0.8524","Y","N","Y",10,465.682,"mass","biomass",0.4264,"Y",-0.852377406130502,6.14350299774897,2.30258509299405,"P"
"1044",832,1106,"incr",243.415,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"365","856",0.4264,"-0.8524","Y","N","Y",1,150.27,"mass","biomass",0.4264,"Y",-0.852377406130502,5.01243367603764,0,"P"
"1045",832,1106,"incr",243.415,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"365","856",0.4264,"-0.8524","Y","N","Y",20,502.439,"mass","biomass",0.4264,"Y",-0.852377406130502,6.21947423952967,2.99573227355399,"P"
"1046",833,1107,"incr",243.825,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",20,199.829,"mass","biomass",0.8528,"Y",-0.159230225570557,5.29746200082706,2.99573227355399,"P"
"1047",833,1107,"incr",243.825,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",1,141.18,"mass","biomass",0.8528,"Y",-0.159230225570557,4.95003567196733,0,"P"
"1048",833,1107,"incr",243.825,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",2,172.018,"mass","biomass",0.8528,"Y",-0.159230225570557,5.14759912250069,0.693147180559945,"P"
"1049",833,1107,"incr",243.825,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",5,178.291,"mass","biomass",0.8528,"Y",-0.159230225570557,5.18341704687048,1.6094379124341,"P"
"1050",833,1107,"incr",243.825,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",10,300.071,"mass","biomass",0.8528,"Y",-0.159230225570557,5.70401911332173,2.30258509299405,"P"
"1051",834,1108,"incr",280.3,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",2,170.2656,"mass","biomass",1.2792,"Y",0.246234882537607,5.1373595707878,0.693147180559945,"P"
"1052",834,1108,"incr",280.3,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",5,154.289,"mass","biomass",1.2792,"Y",0.246234882537607,5.03882746713249,1.6094379124341,"P"
"1053",834,1108,"incr",280.3,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",1,114.9422,"mass","biomass",1.2792,"Y",0.246234882537607,4.74442939331751,0,"P"
"1054",834,1108,"incr",280.3,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",20,253.5855,"mass","biomass",1.2792,"Y",0.246234882537607,5.53570104427227,2.99573227355399,"P"
"1055",834,1108,"incr",280.3,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",10,243.4934,"mass","biomass",1.2792,"Y",0.246234882537607,5.49508983743251,2.30258509299405,"P"
"1056",835,1109,"incr",172.125,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",1,99.582,"mass","biomass",1.7056,"Y",0.533916954989388,4.60098142536664,0,"P"
"1057",835,1109,"incr",172.125,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",2,108.915,"mass","biomass",1.7056,"Y",0.533916954989388,4.69056776150032,0.693147180559945,"P"
"1058",835,1109,"incr",172.125,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",5,284.4091,"mass","biomass",1.7056,"Y",0.533916954989388,5.65041369460425,1.6094379124341,"P"
"1059",835,1109,"incr",172.125,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",20,251.9115,"mass","biomass",1.7056,"Y",0.533916954989388,5.52907783535342,2.99573227355399,"P"
"1060",835,1109,"incr",172.125,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",10,285.6712,"mass","biomass",1.7056,"Y",0.533916954989388,5.65484149911531,2.30258509299405,"P"
"1061",836,1110,"incr",246.135,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",20,246.6915,"mass","biomass",2.132,"Y",0.757060506303598,5.50813856813833,2.99573227355399,"P"
"1062",836,1110,"incr",246.135,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",10,202.5835,"mass","biomass",2.132,"Y",0.757060506303598,5.31115214723449,2.30258509299405,"P"
"1063",836,1110,"incr",246.135,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",1,100.4311,"mass","biomass",2.132,"Y",0.757060506303598,4.60947192024778,0,"P"
"1064",836,1110,"incr",246.135,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",2,121.208,"mass","biomass",2.132,"Y",0.757060506303598,4.79750807805753,0.693147180559945,"P"
"1065",836,1110,"incr",246.135,"118","308","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",5,259.054,"mass","biomass",2.132,"Y",0.757060506303598,5.55703653417613,1.6094379124341,"P"
"1066",837,1111,"incr",438.255,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",2,184.778,"mass","biomass",0.8528,"Y",-0.159230225570557,5.21915510450181,0.693147180559945,"P"
"1067",837,1111,"incr",438.255,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",1,292.6925,"mass","biomass",0.8528,"Y",-0.159230225570557,5.67912256986426,0,"P"
"1068",837,1111,"incr",438.255,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",5,242.87,"mass","biomass",0.8528,"Y",-0.159230225570557,5.49252632076413,1.6094379124341,"P"
"1069",837,1111,"incr",438.255,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",10,384.152,"mass","biomass",0.8528,"Y",-0.159230225570557,5.95103830759971,2.30258509299405,"P"
"1070",837,1111,"incr",438.255,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",20,341.841,"mass","biomass",0.8528,"Y",-0.159230225570557,5.83434571667668,2.99573227355399,"P"
"1071",838,1112,"incr",430.8,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",1,148.7112,"mass","biomass",1.2792,"Y",0.246234882537607,5.00200617006485,0,"P"
"1072",838,1112,"incr",430.8,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",2,216.4622,"mass","biomass",1.2792,"Y",0.246234882537607,5.37741593635596,0.693147180559945,"P"
"1073",838,1112,"incr",430.8,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",5,197.6194,"mass","biomass",1.2792,"Y",0.246234882537607,5.28634295863226,1.6094379124341,"P"
"1074",838,1112,"incr",430.8,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",10,237.1521,"mass","biomass",1.2792,"Y",0.246234882537607,5.46870170743935,2.30258509299405,"P"
"1075",838,1112,"incr",430.8,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",20,211.7317,"mass","biomass",1.2792,"Y",0.246234882537607,5.35531990712927,2.99573227355399,"P"
"1076",839,1113,"incr",388.26,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",10,237.2401,"mass","biomass",1.7056,"Y",0.533916954989388,5.46907270848452,2.30258509299405,"P"
"1077",839,1113,"incr",388.26,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",5,196.4743,"mass","biomass",1.7056,"Y",0.533916954989388,5.28053163395164,1.6094379124341,"P"
"1078",839,1113,"incr",388.26,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",1,116.7594,"mass","biomass",1.7056,"Y",0.533916954989388,4.76011540722656,0,"P"
"1079",839,1113,"incr",388.26,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",2,163.4022,"mass","biomass",1.7056,"Y",0.533916954989388,5.09621464622755,0.693147180559945,"P"
"1080",839,1113,"incr",388.26,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",20,236.5765,"mass","biomass",1.7056,"Y",0.533916954989388,5.46627162285819,2.99573227355399,"P"
"1081",840,1114,"incr",415.555,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",20,203.5555,"mass","biomass",2.132,"Y",0.757060506303598,5.31593869497206,2.99573227355399,"P"
"1082",840,1114,"incr",415.555,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",5,189.3565,"mass","biomass",2.132,"Y",0.757060506303598,5.2436314817227,1.6094379124341,"P"
"1083",840,1114,"incr",415.555,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",10,211.0885,"mass","biomass",2.132,"Y",0.757060506303598,5.35227747681898,2.30258509299405,"P"
"1084",840,1114,"incr",415.555,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",1,105.179,"mass","biomass",2.132,"Y",0.757060506303598,4.65566366060507,0,"P"
"1085",840,1114,"incr",415.555,"118","309","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",2,107.254,"mass","biomass",2.132,"Y",0.757060506303598,4.67519985314994,0.693147180559945,"P"
"1086",841,1115,"incr",201.16,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",1,126.6867,"mass","biomass",0.8528,"Y",-0.159230225570557,4.84171710944142,0,"P"
"1087",841,1115,"incr",201.16,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",5,396.059,"mass","biomass",0.8528,"Y",-0.159230225570557,5.98156319005558,1.6094379124341,"P"
"1088",841,1115,"incr",201.16,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",10,430.094,"mass","biomass",0.8528,"Y",-0.159230225570557,6.06400378944826,2.30258509299405,"P"
"1089",841,1115,"incr",201.16,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",2,212.591,"mass","biomass",0.8528,"Y",-0.159230225570557,5.35937013199202,0.693147180559945,"P"
"1090",841,1115,"incr",201.16,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"730","856",0.8528,"-0.1592","Y","N","Y",20,504.157,"mass","biomass",0.8528,"Y",-0.159230225570557,6.22288772749935,2.99573227355399,"P"
"1091",842,1116,"incr",326.4,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",5,187.165,"mass","biomass",1.2792,"Y",0.246234882537607,5.23199058075124,1.6094379124341,"P"
"1092",842,1116,"incr",326.4,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",10,227.5465,"mass","biomass",1.2792,"Y",0.246234882537607,5.42735461310946,2.30258509299405,"P"
"1093",842,1116,"incr",326.4,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",20,210.4475,"mass","biomass",1.2792,"Y",0.246234882537607,5.34923621583977,2.99573227355399,"P"
"1094",842,1116,"incr",326.4,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",2,174.51,"mass","biomass",1.2792,"Y",0.246234882537607,5.16198204659078,0.693147180559945,"P"
"1095",842,1116,"incr",326.4,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1095","856",1.2792,"0.2462","Y","N","Y",1,99.109,"mass","biomass",1.2792,"Y",0.246234882537607,4.5962202545685,0,"P"
"1096",843,1117,"incr",167.265,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",20,281.09,"mass","biomass",1.7056,"Y",0.533916954989388,5.63867490275106,2.99573227355399,"P"
"1097",843,1117,"incr",167.265,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",5,264.9545,"mass","biomass",1.7056,"Y",0.533916954989388,5.57955811313121,1.6094379124341,"P"
"1098",843,1117,"incr",167.265,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",10,245.061,"mass","biomass",1.7056,"Y",0.533916954989388,5.50150715914629,2.30258509299405,"P"
"1099",843,1117,"incr",167.265,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",1,62.1521,"mass","biomass",1.7056,"Y",0.533916954989388,4.12958460660551,0,"P"
"1100",843,1117,"incr",167.265,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1460","856",1.7056,"0.5339","Y","N","Y",2,177.5794,"mass","biomass",1.7056,"Y",0.533916954989388,5.1794178328396,0.693147180559945,"P"
"1101",844,1118,"incr",198.425,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",1,78.558,"mass","biomass",2.132,"Y",0.757060506303598,4.36383720547367,0,"P"
"1102",844,1118,"incr",198.425,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",2,195.6345,"mass","biomass",2.132,"Y",0.757060506303598,5.27624812241563,0.693147180559945,"P"
"1103",844,1118,"incr",198.425,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",5,220.891,"mass","biomass",2.132,"Y",0.757060506303598,5.39766936717869,1.6094379124341,"P"
"1104",844,1118,"incr",198.425,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",20,250.487,"mass","biomass",2.132,"Y",0.757060506303598,5.52340702297068,2.99573227355399,"P"
"1105",844,1118,"incr",198.425,"118","310","Biondini, Rest Ecol 2007","TD","P","SST","g m-2","T",5,20,"1825","856",2.132,"0.7571","Y","Y","Y",10,211.5975,"mass","biomass",2.132,"Y",0.757060506303598,5.35468588516955,2.30258509299405,"P"
"1106",847,1119,"control",1029.02,"119","311","Dybzinski et al, Oecologia 2008","TD","P","SST","g m-2","T",5,16,"4015","880",4.5625,"1.5179","N","Y","Y",2,785.5957,"mass","biomass",4.5625,"Y",1.51787071890861,6.66644228350185,0.693147180559945,"P"
"1107",847,1119,"control",1029.02,"119","311","Dybzinski et al, Oecologia 2008","TD","P","SST","g m-2","T",5,16,"4015","880",4.5625,"1.5179","N","Y","Y",4,793.7421,"mass","biomass",4.5625,"Y",1.51787071890861,6.67675859740147,1.38629436111989,"P"
"1108",847,1119,"control",1029.02,"119","311","Dybzinski et al, Oecologia 2008","TD","P","SST","g m-2","T",5,16,"4015","880",4.5625,"1.5179","N","Y","Y",8,961.3557,"mass","biomass",4.5625,"Y",1.51787071890861,6.86834447576288,2.07944154167984,"P"
"1109",847,1119,"control",1029.02,"119","311","Dybzinski et al, Oecologia 2008","TD","P","SST","g m-2","T",5,16,"4015","880",4.5625,"1.5179","N","Y","Y",1,431.23,"mass","biomass",4.5625,"Y",1.51787071890861,6.06664159045854,0,"P"
"1110",847,1119,"control",1029.02,"119","311","Dybzinski et al, Oecologia 2008","TD","P","SST","g m-2","T",5,16,"4015","880",4.5625,"1.5179","N","Y","Y",16,1147.3251,"mass","biomass",4.5625,"Y",1.51787071890861,7.0451885120172,2.77258872223978,"P"
"1111",848,1120,"control",327,"120","312","Chen et al, Ag Eco Env 2004","TD","P","SST","g m-2","T",5,12,"365","431",0.8469,"-0.1662","Y","N","Y",2,555,"mass","biomass",0.8469,"Y",-0.166172655054584,6.31896811374643,0.693147180559945,"P"
"1112",848,1120,"control",327,"120","312","Chen et al, Ag Eco Env 2004","TD","P","SST","g m-2","T",5,12,"365","431",0.8469,"-0.1662","Y","N","Y",4,577,"mass","biomass",0.8469,"Y",-0.166172655054584,6.3578422665081,1.38629436111989,"P"
"1113",848,1120,"control",327,"120","312","Chen et al, Ag Eco Env 2004","TD","P","SST","g m-2","T",5,12,"365","431",0.8469,"-0.1662","Y","N","Y",8,587,"mass","biomass",0.8469,"Y",-0.166172655054584,6.3750248198281,2.07944154167984,"P"
"1114",848,1120,"control",327,"120","312","Chen et al, Ag Eco Env 2004","TD","P","SST","g m-2","T",5,12,"365","431",0.8469,"-0.1662","Y","N","Y",12,620,"mass","biomass",0.8469,"Y",-0.166172655054584,6.42971947803914,2.484906649788,"P"
"1115",849,1121,"control",301,"120","312","Chen et al, Ag Eco Env 2004","TD","P","SST","g m-2","T",5,12,"730","431",1.6937,"0.5269","Y","N","Y",12,608,"mass","biomass",1.6937,"Y",0.526915484914939,6.41017488196617,2.484906649788,"P"
"1116",849,1121,"control",301,"120","312","Chen et al, Ag Eco Env 2004","TD","P","SST","g m-2","T",5,12,"730","431",1.6937,"0.5269","Y","N","Y",2,474,"mass","biomass",1.6937,"Y",0.526915484914939,6.16120732169508,0.693147180559945,"P"
"1117",849,1121,"control",301,"120","312","Chen et al, Ag Eco Env 2004","TD","P","SST","g m-2","T",5,12,"730","431",1.6937,"0.5269","Y","N","Y",4,541,"mass","biomass",1.6937,"Y",0.526915484914939,6.29341927884648,1.38629436111989,"P"
"1118",849,1121,"control",301,"120","312","Chen et al, Ag Eco Env 2004","TD","P","SST","g m-2","T",5,12,"730","431",1.6937,"0.5269","Y","N","Y",8,562,"mass","biomass",1.6937,"Y",0.526915484914939,6.33150184989369,2.07944154167984,"P"
"1119",850,1122,"control",359,"120","312","Chen et al, Ag Eco Env 2004","TD","P","SST","g m-2","T",5,12,"1095","431",2.5406,"0.9324","Y","Y","Y",2,546,"mass","biomass",2.5406,"Y",0.932400273607223,6.30261897574491,0.693147180559945,"P"
"1120",850,1122,"control",359,"120","312","Chen et al, Ag Eco Env 2004","TD","P","SST","g m-2","T",5,12,"1095","431",2.5406,"0.9324","Y","Y","Y",4,597,"mass","biomass",2.5406,"Y",0.932400273607223,6.3919171133926,1.38629436111989,"P"
"1121",850,1122,"control",359,"120","312","Chen et al, Ag Eco Env 2004","TD","P","SST","g m-2","T",5,12,"1095","431",2.5406,"0.9324","Y","Y","Y",12,639,"mass","biomass",2.5406,"Y",0.932400273607223,6.45990445437753,2.484906649788,"P"
"1122",850,1122,"control",359,"120","312","Chen et al, Ag Eco Env 2004","TD","P","SST","g m-2","T",5,12,"1095","431",2.5406,"0.9324","Y","Y","Y",8,603,"mass","biomass",2.5406,"Y",0.932400273607223,6.40191719672719,2.07944154167984,"P"
"1123",851,1123,"control",0.0011,"121","313","Dzialowski & Smith, Fresh Biol 2008","TD","H","SST","g L-1","A",2,4,"19","17.3333",1.0962,"0.0918","N","Y","N",1,6e-04,"mass","biomass",1.0962,"Y",0.091849653629879,-7.41858090274813,0,"H"
